DATAFLOW,FREQ: Frequency,INDICATOR: Indicator,IMPORTER: Importer,EXPORTER: Exporter,COMMODITY: Commodity,TIME_PERIOD: Time,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,10: Cereals,2011,179,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,10: Cereals,2012,267,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,10: Cereals,2013,234,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,10: Cereals,2014,277,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,10: Cereals,2015,4,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,10: Cereals,2016,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,10: Cereals,2017,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,10: Cereals,2018,14,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,EUR: Europe,"20: Vegetable, fruit, nut, etc food preparations",1998,12,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,EUR: Europe,"20: Vegetable, fruit, nut, etc food preparations",2007,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,EUR: Europe,"20: Vegetable, fruit, nut, etc food preparations",2015,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,EUR: Europe,"20: Vegetable, fruit, nut, etc food preparations",2016,5,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,EUR: Europe,"20: Vegetable, fruit, nut, etc food preparations",2017,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,EUR: Europe,"20: Vegetable, fruit, nut, etc food preparations",2018,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,ASI: Asia,"09: Coffee, tea, mate and spices",1995,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2000,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2002,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2003,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2005,5,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2007,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2009,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2010,15,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2012,7,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,ASI: Asia,"09: Coffee, tea, mate and spices",2016,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2006,27,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2007,25,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2009,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2010,29,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2011,130,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2012,154,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2013,208,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2014,8,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2015,31,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2016,42,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2017,69,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,VU: Vanuatu,AME: Americas,17: Sugars and sugar confectionery,2018,21,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AME: Americas,"15: Animal,vegetable fats and oils, cleavage products, et",2008,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AME: Americas,"15: Animal,vegetable fats and oils, cleavage products, et",2009,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AME: Americas,"15: Animal,vegetable fats and oils, cleavage products, et",2010,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AME: Americas,"15: Animal,vegetable fats and oils, cleavage products, et",2011,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AME: Americas,"15: Animal,vegetable fats and oils, cleavage products, et",2014,9,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,SB: Solomon Islands,AFR: Africa,21: Miscellaneous edible preparations,2009,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,SB: Solomon Islands,AFR: Africa,21: Miscellaneous edible preparations,2017,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,SB: Solomon Islands,AFR: Africa,21: Miscellaneous edible preparations,2018,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,AFR: Africa,"22: Beverages, spirits and vinegar",2016,24,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,_U: Unknown,"03: Fish, crustaceans, molluscs, aquatic invertebrates ne",2003,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,PICT: Pacific Islands Countries and Territories,07: Edible vegetables and certain roots and tubers,2005,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,EUR: Europe,17: Sugars and sugar confectionery,1995,400,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,EUR: Europe,17: Sugars and sugar confectionery,1997,365,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,EUR: Europe,17: Sugars and sugar confectionery,1998,150,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,EUR: Europe,17: Sugars and sugar confectionery,1999,150,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,EUR: Europe,17: Sugars and sugar confectionery,2000,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,EUR: Europe,17: Sugars and sugar confectionery,2007,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,EUR: Europe,02: Meat and edible meat offal,2008,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,EUR: Europe,02: Meat and edible meat offal,2009,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,EUR: Europe,"11: Milling products, malt, starches, inulin, wheat glute",2004,6,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,EUR: Europe,"11: Milling products, malt, starches, inulin, wheat glute",2009,20,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,EUR: Europe,"11: Milling products, malt, starches, inulin, wheat glute",2012,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,EUR: Europe,"11: Milling products, malt, starches, inulin, wheat glute",2013,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,1996,14,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,1997,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,1998,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,1999,15,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2000,31,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2001,47,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2002,57,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2003,56,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2004,78,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2005,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2006,4,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2007,4,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2008,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2009,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2010,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2011,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2012,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2013,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2014,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2015,32,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2016,76,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2017,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AFR: Africa,21: Miscellaneous edible preparations,2018,5,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",1995,254,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",1996,105,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",1997,165,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",1998,397,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",1999,298,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2000,631,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2001,358,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2002,231,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2003,356,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2004,409,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2005,352,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2006,210,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2007,159,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2008,215,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2009,173,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2010,136,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2011,184,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2012,346,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2013,339,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2014,179,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2015,128,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2016,137,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2017,103,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2018,106,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TK: Tokelau,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2012,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,EUR: Europe,"16: Meat, fish and seafood food preparations nes",1998,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,MH: Marshall Islands,EUR: Europe,"12: Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002,22,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FM: Federated State of Micronesia,EUR: Europe,"11: Milling products, malt, starches, inulin, wheat glute",2004,46,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FM: Federated State of Micronesia,EUR: Europe,"11: Milling products, malt, starches, inulin, wheat glute",2005,29,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,FM: Federated State of Micronesia,EUR: Europe,"11: Milling products, malt, starches, inulin, wheat glute",2009,16,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WF: Wallis and Futuna Islands,ASI: Asia,07: Edible vegetables and certain roots and tubers,2001,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WF: Wallis and Futuna Islands,ASI: Asia,07: Edible vegetables and certain roots and tubers,2005,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WF: Wallis and Futuna Islands,ASI: Asia,07: Edible vegetables and certain roots and tubers,2006,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WF: Wallis and Futuna Islands,ASI: Asia,07: Edible vegetables and certain roots and tubers,2011,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WF: Wallis and Futuna Islands,ASI: Asia,07: Edible vegetables and certain roots and tubers,2013,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WF: Wallis and Futuna Islands,ASI: Asia,07: Edible vegetables and certain roots and tubers,2017,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2000,14,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2004,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2007,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2008,18,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2009,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2010,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2011,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2012,5,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2013,8,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2014,28,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2017,23,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TO: Tonga,AME: Americas,"08: Edible fruit, nuts, peel of citrus fruit, melons",2018,68,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,_U: Unknown,"09: Coffee, tea, mate and spices",2000,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",1996,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2003,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2004,10,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2005,6,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2006,15,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2007,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2008,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2010,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2011,4,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2013,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2014,8,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2015,6,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2016,4,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,PICT: Pacific Islands Countries and Territories,"08: Edible fruit, nuts, peel of citrus fruit, melons",2017,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,PICT: Pacific Islands Countries and Territories,"12: Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,PICT: Pacific Islands Countries and Territories,"12: Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2003,10,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,PICT: Pacific Islands Countries and Territories,"12: Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2004,4,TON: tonnes,,,,
